OGNTsort	OGNTa
068005	ἔργον
068006	τοῦτο
068007	καταλυθήσεται
068008	εἰ
068009	δὲ
068010	ἐκ
068011	Θεοῦ
068012	ἐστιν
068013	οὐ
068014	δυνήσεσθε
068015	καταλῦσαι
068016	αὐτούς
068017	μήποτε
068018	καὶ
068019	θεομάχοι
068020	εὑρεθῆτε
068021	Ἐπείσθησαν
068022	δὲ
068023	αὐτῷ
068024	καὶ
068025	προσκαλεσάμενοι
068026	τοὺς
068027	ἀποστόλους
068028	δείραντες
068029	παρήγγειλαν
068030	μὴ
068031	λαλεῖν
068032	ἐπὶ
068033	τῷ
068034	ὀνόματι
068035	τοῦ
068036	Ἰησοῦ
068037	καὶ
068038	ἀπέλυσαν
068039	Οἱ
068040	μὲν
068041	οὖν
068042	ἐπορεύοντο
068043	χαίροντες
068044	ἀπὸ
068045	προσώπου
068046	τοῦ
068047	συνεδρίου
068048	ὅτι
068049	κατηξιώθησαν
068050	ὑπὲρ
068051	τοῦ
068052	Ὀνόματος
068053	ἀτιμασθῆναι
068054	πᾶσάν
068055	τε
068056	ἡμέραν
068057	ἐν
068058	τῷ
068059	ἱερῷ
068060	καὶ
068061	κατ᾽
068062	οἶκον
068063	οὐκ
068064	ἐπαύοντο
068065	διδάσκοντες
068066	καὶ
068067	εὐαγγελιζόμενοι
068068	τὸν
068069	Χριστὸν
068070	Ἰησοῦν
068071	Ἐν
068072	δὲ
068073	ταῖς
068074	ἡμέραις
068075	ταύταις
068076	πληθυνόντων
068077	τῶν
068078	μαθητῶν
068079	ἐγένετο
068080	γογγυσμὸς
068081	τῶν
068082	Ἑλληνιστῶν
068083	πρὸς
068084	τοὺς
068085	Ἑβραίους
068086	ὅτι
068087	παρεθεωροῦντο
068088	ἐν
068089	τῇ
068090	διακονίᾳ
068091	τῇ
068092	καθημερινῇ
068093	αἱ
068094	χῆραι
068095	αὐτῶν
068096	Προσκαλεσάμενοι
068097	δὲ
068098	οἱ
068099	δώδεκα
068100	τὸ
068101	πλῆθος
068102	τῶν
068103	μαθητῶν
068104	εἶπαν
068105	Οὐκ
068106	ἀρεστόν
068107	ἐστιν
068108	ἡμᾶς
068109	καταλείψαντας
068110	τὸν
068111	λόγον
068112	τοῦ
068113	Θεοῦ
068114	διακονεῖν
068115	τραπέζαις
068116	ἐπισκέψασθε
068117	δέ
068118	ἀδελφοί
068119	ἄνδρας
068120	ἐξ
068121	ὑμῶν
068122	μαρτυρουμένους
068123	ἑπτὰ
068124	πλήρεις
068125	Πνεύματος
068126	καὶ
068127	σοφίας
068128	οὓς
068129	καταστήσομεν
068130	ἐπὶ
068131	τῆς
068132	χρείας
068133	ταύτης
068134	ἡμεῖς
068135	δὲ
068136	τῇ
068137	προσευχῇ
068138	καὶ
068139	τῇ
068140	διακονίᾳ
068141	τοῦ
068142	λόγου
068143	προσκαρτερήσομεν
068144	Καὶ
068145	ἤρεσεν
068146	ὁ
068147	λόγος
068148	ἐνώπιον
068149	παντὸς
068150	τοῦ
068151	πλήθους
068152	καὶ
068153	ἐξελέξαντο
068154	Στέφανον
068155	ἄνδρα
068156	πλήρης
068157	πίστεως
068158	καὶ
068159	Πνεύματος
068160	Ἁγίου
068161	καὶ
068162	Φίλιππον
068163	καὶ
068164	Πρόχορον
068165	καὶ
068166	Νικάνορα
068167	καὶ
068168	Τίμωνα
068169	καὶ
068170	Παρμενᾶν
068171	καὶ
068172	Νικόλαον
068173	προσήλυτον
068174	Ἀντιοχέα
068175	οὓς
068176	ἔστησαν
068177	ἐνώπιον
068178	τῶν
068179	ἀποστόλων
068180	καὶ
068181	προσευξάμενοι
068182	ἐπέθηκαν
068183	αὐτοῖς
068184	τὰς
068185	χεῖρας
068186	Καὶ
068187	ὁ
068188	λόγος
068189	τοῦ
068190	Θεοῦ
068191	ηὔξανεν
068192	καὶ
068193	ἐπληθύνετο
068194	ὁ
068195	ἀριθμὸς
068196	τῶν
068197	μαθητῶν
068198	ἐν
068199	Ἰερουσαλὴμ
068200	σφόδρα
068201	πολύς
068202	τε
068203	ὄχλος
068204	τῶν
068205	ἱερέων
068206	ὑπήκουον
068207	τῇ
068208	πίστει
068209	Στέφανος
068210	δὲ
068211	πλήρης
068212	χάριτος
068213	καὶ
068214	δυνάμεως
068215	ἐποίει
068216	τέρατα
068217	καὶ
068218	σημεῖα
068219	μεγάλα
068220	ἐν
068221	τῷ
068222	λαῷ
068223	ἀνέστησαν
068224	δέ
068225	τινες
068226	τῶν
068227	ἐκ
068228	τῆς
068229	συναγωγῆς
068230	τῆς
068231	λεγομένης
068232	Λιβερτίνων
068233	καὶ
068234	Κυρηναίων
068235	καὶ
068236	Ἀλεξανδρέων
068237	καὶ
068238	τῶν
068239	ἀπὸ
068240	Κιλικίας
068241	καὶ
068242	Ἀσίας
068243	συζητοῦντες
068244	τῷ
068245	Στεφάνῳ
068246	καὶ
068247	οὐκ
068248	ἴσχυον
068249	ἀντιστῆναι
068250	τῇ
068251	σοφίᾳ
068252	καὶ
068253	τῷ
068254	Πνεύματι
068255	ᾧ
068256	ἐλάλει
068257	Τότε
068258	ὑπέβαλον
068259	ἄνδρας
068260	λέγοντας
068261	ὅτι
068262	Ἀκηκόαμεν
068263	αὐτοῦ
068264	λαλοῦντος
068265	ῥήματα
068266	βλάσφημα
068267	εἰς
068268	Μωϋσῆν
068269	καὶ
068270	τὸν
068271	Θεόν
068272	συνεκίνησάν
068273	τε
068274	τὸν
068275	λαὸν
068276	καὶ
068277	τοὺς
068278	πρεσβυτέρους
068279	καὶ
068280	τοὺς
068281	γραμματεῖς
068282	καὶ
068283	ἐπιστάντες
068284	συνήρπασαν
068285	αὐτὸν
068286	καὶ
068287	ἤγαγον
068288	εἰς
068289	τὸ
068290	συνέδριον
068291	Ἔστησάν
068292	τε
068293	μάρτυρας
068294	ψευδεῖς
068295	λέγοντας
068296	Ὁ
068297	ἄνθρωπος
068298	οὗτος
068299	οὐ
068300	παύεται
068301	λαλῶν
068302	ῥήματα
068303	κατὰ
068304	τοῦ
068305	τόπου
068306	τοῦ
068307	ἁγίου
068308	τούτου
068309	καὶ
068310	τοῦ
068311	νόμου
068312	ἀκηκόαμεν
068313	γὰρ
068314	αὐτοῦ
068315	λέγοντος
068316	ὅτι
068317	Ἰησοῦς
068318	ὁ
068319	Ναζωραῖος
068320	οὗτος
068321	καταλύσει
068322	τὸν
068323	τόπον
068324	τοῦτον
068325	καὶ
068326	ἀλλάξει
068327	τὰ
068328	ἔθη
068329	ἃ
068330	παρέδωκεν
068331	ἡμῖν
068332	Μωϋσῆς
068333	Καὶ
068334	ἀτενίσαντες
068335	εἰς
068336	αὐτὸν
068337	πάντες
068338	οἱ
068339	καθεζόμενοι
068340	ἐν
068341	τῷ
068342	συνεδρίῳ
068343	εἶδον
068344	τὸ
068345	πρόσωπον
068346	αὐτοῦ
068347	ὡσεὶ
068348	πρόσωπον
068349	ἀγγέλου
068350	Εἶπεν
068351	δὲ
068352	ὁ
068353	ἀρχιερεύς
068354	Εἰ
068355	ταῦτα
068356	οὕτως
068357	ἔχει
068358	Ὁ
068359	δὲ
068360	ἔφη
068361	Ἄνδρες
068362	ἀδελφοὶ
068363	καὶ
068364	πατέρες
068365	ἀκούσατε
068366	Ὁ
068367	Θεὸς
068368	τῆς
068369	δόξης
068370	ὤφθη
068371	τῷ
068372	πατρὶ
068373	ἡμῶν
068374	Ἀβραὰμ
068375	ὄντι
068376	ἐν
068377	τῇ
068378	Μεσοποταμίᾳ
068379	πρὶν
068380	ἢ
068381	κατοικῆσαι
068382	αὐτὸν
068383	ἐν
068384	Χαρράν
068385	καὶ
068386	εἶπεν
068387	πρὸς
068388	αὐτόν
068389	Ἔξελθε
068390	ἐκ
068391	τῆς
068392	γῆς
068393	σου
068394	καὶ
068395	ἐκ
068396	τῆς
068397	συγγενείας
068398	σου
068399	καὶ
068400	δεῦρο
068401	εἰς
068402	τὴν
068403	γῆν
068404	ἣν
068405	ἄν
068406	σοι
068407	δείξω
068408	τότε
068409	ἐξελθὼν
068410	ἐκ
068411	γῆς
068412	Χαλδαίων
068413	κατῴκησεν
068414	ἐν
068415	Χαρράν
068416	κἀκεῖθεν
068417	μετὰ
068418	τὸ
068419	ἀποθανεῖν
068420	τὸν
068421	πατέρα
068422	αὐτοῦ
068423	μετῴκισεν
068424	αὐτὸν
068425	εἰς
068426	τὴν
068427	γῆν
068428	ταύτην
068429	εἰς
068430	ἣν
068431	ὑμεῖς
068432	νῦν
068433	κατοικεῖτε
068434	Καὶ
068435	οὐκ
068436	ἔδωκεν
068437	αὐτῷ
068438	κληρονομίαν
068439	ἐν
068440	αὐτῇ
068441	οὐδὲ
068442	βῆμα
068443	ποδός
068444	καὶ
068445	ἐπηγγείλατο
068446	δοῦναι
068447	αὐτῷ
068448	εἰς
068449	κατάσχεσιν
068450	αὐτὴν
068451	καὶ
068452	τῷ
068453	σπέρματι
068454	αὐτοῦ
068455	μετ᾽
068456	αὐτόν
068457	οὐκ
068458	ὄντος
068459	αὐτῷ
068460	τέκνου
068461	ἐλάλησεν
068462	δὲ
068463	οὕτως
068464	ὁ
068465	Θεὸς
068466	ὅτι
068467	ἔσται
068468	τὸ
068469	σπέρμα
068470	αὐτοῦ
068471	πάροικον
068472	ἐν
068473	γῇ
068474	ἀλλοτρίᾳ
068475	καὶ
068476	δουλώσουσιν
068477	αὐτὸ
068478	καὶ
068479	κακώσουσιν
068480	ἔτη
068481	τετρακόσια
068482	Καὶ
068483	τὸ
068484	ἔθνος
068485	ᾧ
068486	ἐὰν
068487	δουλεύσουσιν
068488	κρινῶ
068489	ἐγώ
068490	ὁ
068491	Θεὸς
068492	εἶπεν
068493	Καὶ
068494	μετὰ
068495	ταῦτα
068496	ἐξελεύσονται
068497	καὶ
068498	λατρεύσουσίν
068499	μοι
068500	ἐν
068501	τῷ
068502	τόπῳ
068503	τούτῳ
068504	Καὶ
068505	ἔδωκεν
068506	αὐτῷ
068507	διαθήκην
068508	περιτομῆς
068509	καὶ
068510	οὕτως
068511	ἐγέννησεν
068512	τὸν
068513	Ἰσαὰκ
068514	καὶ
068515	περιέτεμεν
068516	αὐτὸν
068517	τῇ
068518	ἡμέρᾳ
068519	τῇ
068520	ὀγδόῃ
068521	καὶ
068522	Ἰσαὰκ
068523	τὸν
068524	Ἰακώβ
068525	καὶ
068526	Ἰακὼβ
068527	τοὺς
068528	δώδεκα
068529	πατριάρχας
068530	Καὶ
068531	οἱ
068532	πατριάρχαι
068533	ζηλώσαντες
068534	τὸν
068535	Ἰωσὴφ
068536	ἀπέδοντο
068537	εἰς
068538	Αἴγυπτον
068539	καὶ
068540	ἦν
068541	ὁ
068542	Θεὸς
068543	μετ᾽
068544	αὐτοῦ
068545	καὶ
068546	ἐξείλατο
068547	αὐτὸν
068548	ἐκ
068549	πασῶν
068550	τῶν
068551	θλίψεων
068552	αὐτοῦ
068553	καὶ
068554	ἔδωκεν
068555	αὐτῷ
068556	χάριν
068557	καὶ
068558	σοφίαν
068559	ἐναντίον
068560	Φαραὼ
068561	βασιλέως
068562	Αἰγύπτου
068563	καὶ
068564	κατέστησεν
068565	αὐτὸν
068566	ἡγούμενον
068567	ἐπ᾽
068568	Αἴγυπτον
068569	καὶ
068570	ἐφ᾽
068571	ὅλον
068572	τὸν
068573	οἶκον
068574	αὐτοῦ
068575	Ἦλθεν
068576	δὲ
068577	λιμὸς
068578	ἐφ᾽
068579	ὅλην
068580	τὴν
068581	Αἴγυπτον
068582	καὶ
068583	Χανάαν
068584	καὶ
068585	θλῖψις
068586	μεγάλη
068587	καὶ
068588	οὐχ
068589	ηὕρισκον
068590	χορτάσματα
068591	οἱ
068592	πατέρες
068593	ἡμῶν
068594	ἀκούσας
068595	δὲ
068596	Ἰακὼβ
068597	ὄντα
068598	σιτία
068599	εἰς
068600	Αἴγυπτον
068601	ἐξαπέστειλεν
068602	τοὺς
068603	πατέρας
068604	ἡμῶν
068605	πρῶτον
068606	καὶ
068607	ἐν
068608	τῷ
068609	δευτέρῳ
068610	ἀνεγνωρίσθη
068611	Ἰωσὴφ
068612	τοῖς
068613	ἀδελφοῖς
068614	αὐτοῦ
068615	καὶ
068616	φανερὸν
068617	ἐγένετο
068618	τῷ
068619	Φαραὼ
068620	τὸ
068621	γένος
068622	τοῦ
068623	Ἰωσήφ
068624	ἀποστείλας
068625	δὲ
068626	Ἰωσὴφ
068627	μετεκαλέσατο
068628	Ἰακὼβ
068629	τὸν
068630	πατέρα
068631	αὐτοῦ
068632	καὶ
068633	πᾶσαν
068634	τὴν
068635	συγγένειαν
068636	ἐν
068637	ψυχαῖς
068638	ἑβδομήκοντα
068639	πέντε
068640	Καὶ
068641	κατέβη
068642	Ἰακὼβ
068643	εἰς
068644	Αἴγυπτον
068645	καὶ
068646	ἐτελεύτησεν
068647	αὐτὸς
068648	καὶ
068649	οἱ
068650	πατέρες
068651	ἡμῶν
068652	καὶ
068653	μετετέθησαν
068654	εἰς
068655	Συχὲμ
068656	καὶ
068657	ἐτέθησαν
068658	ἐν
068659	τῷ
068660	μνήματι
068661	ᾧ
068662	ὠνήσατο
068663	Ἀβραὰμ
068664	τιμῆς
068665	ἀργυρίου
068666	παρὰ
068667	τῶν
068668	υἱῶν
068669	Ἑμμὼρ
068670	ἐν
068671	Συχέμ
068672	Καθὼς
068673	δὲ
068674	ἤγγιζεν
068675	ὁ
068676	χρόνος
068677	τῆς
068678	ἐπαγγελίας
068679	ἧς
068680	ὡμολόγησεν
068681	ὁ
068682	Θεὸς
068683	τῷ
068684	Ἀβραάμ
068685	ηὔξησεν
068686	ὁ
068687	λαὸς
068688	καὶ
068689	ἐπληθύνθη
068690	ἐν
068691	Αἰγύπτῳ
068692	ἄχρι
068693	οὗ
068694	ἀνέστη
068695	βασιλεὺς
068696	ἕτερος
068697	ἐπ᾽
068698	Αἴγυπτον
068699	ὃς
068700	οὐκ
068701	ᾔδει
068702	τὸν
068703	Ἰωσήφ
068704	οὗτος
068705	κατασοφισάμενος
068706	τὸ
068707	γένος
068708	ἡμῶν
068709	ἐκάκωσεν
068710	τοὺς
068711	πατέρας
068712	ἡμῶν
068713	τοῦ
068714	ποιεῖν
068715	τὰ
068716	βρέφη
068717	ἔκθετα
068718	αὐτῶν
068719	εἰς
068720	τὸ
068721	μὴ
068722	ζωογονεῖσθαι
068723	Ἐν
068724	ᾧ
068725	καιρῷ
068726	ἐγεννήθη
068727	Μωϋσῆς
068728	καὶ
068729	ἦν
068730	ἀστεῖος
068731	τῷ
068732	Θεῷ
068733	ὃς
068734	ἀνετράφη
068735	μῆνας
068736	τρεῖς
068737	ἐν
068738	τῷ
068739	οἴκῳ
068740	τοῦ
068741	πατρός
068742	ἐκτεθέντος
068743	δὲ
068744	αὐτοῦ
068745	ἀνείλατο
068746	αὐτὸν
068747	ἡ
068748	θυγάτηρ
068749	Φαραὼ
068750	καὶ
068751	ἀνεθρέψατο
068752	αὐτὸν
068753	ἑαυτῇ
068754	εἰς
068755	υἱόν
068756	καὶ
068757	ἐπαιδεύθη
068758	Μωϋσῆς
068759	ἐν
068760	πάσῃ
068761	σοφίᾳ
068762	Αἰγυπτίων
068763	ἦν
068764	δὲ
068765	δυνατὸς
068766	ἐν
068767	λόγοις
068768	καὶ
068769	ἔργοις
068770	αὐτοῦ
068771	Ὡς
068772	δὲ
068773	ἐπληροῦτο
068774	αὐτῷ
068775	τεσσερακονταέτης
068776	χρόνος
068777	ἀνέβη
068778	ἐπὶ
068779	τὴν
068780	καρδίαν
068781	αὐτοῦ
068782	ἐπισκέψασθαι
068783	τοὺς
068784	ἀδελφοὺς
068785	αὐτοῦ
068786	τοὺς
068787	υἱοὺς
068788	Ἰσραήλ
068789	καὶ
068790	ἰδών
068791	τινα
068792	ἀδικούμενον
068793	ἠμύνατο
068794	καὶ
068795	ἐποίησεν
068796	ἐκδίκησιν
068797	τῷ
068798	καταπονουμένῳ
068799	πατάξας
068800	τὸν
068801	Αἰγύπτιον
068802	ἐνόμιζεν
068803	δὲ
068804	συνιέναι
068805	τοὺς
068806	ἀδελφοὺς
068807	αὐτοῦ
068808	ὅτι
068809	ὁ
068810	Θεὸς
068811	διὰ
068812	χειρὸς
068813	αὐτοῦ
068814	δίδωσιν
068815	σωτηρίαν
068816	αὐτοῖς
068817	οἱ
068818	δὲ
068819	οὐ
068820	συνῆκαν
068821	Τῇ
068822	τε
068823	ἐπιούσῃ
068824	ἡμέρᾳ
068825	ὤφθη
068826	αὐτοῖς
068827	μαχομένοις
068828	καὶ
068829	συνήλλασσεν
068830	αὐτοὺς
068831	εἰς
068832	εἰρήνην
068833	εἰπών
068834	Ἄνδρες
068835	ἀδελφοί
068836	ἐστε
068837	ἱνατί
068838	ἀδικεῖτε
068839	ἀλλήλους
068840	Ὁ
068841	δὲ
068842	ἀδικῶν
068843	τὸν
068844	πλησίον
068845	ἀπώσατο
068846	αὐτὸν
068847	εἰπών
068848	Τίς
068849	σε
068850	κατέστησεν
068851	ἄρχοντα
068852	καὶ
068853	δικαστὴν
068854	ἐφ᾽
068855	ἡμῶν
068856	μὴ
068857	ἀνελεῖν
068858	με
068859	σὺ
068860	θέλεις
068861	ὃν
068862	τρόπον
068863	ἀνεῖλες
068864	ἐχθὲς
068865	τὸν
068866	Αἰγύπτιον
068867	ἔφυγεν
068868	δὲ
068869	Μωϋσῆς
068870	ἐν
068871	τῷ
068872	λόγῳ
068873	τούτῳ
068874	καὶ
068875	ἐγένετο
068876	πάροικος
068877	ἐν
068878	γῇ
068879	Μαδιάμ
068880	οὗ
068881	ἐγέννησεν
068882	υἱοὺς
068883	δύο
068884	Καὶ
068885	πληρωθέντων
068886	ἐτῶν
068887	τεσσεράκοντα
068888	ὤφθη
068889	αὐτῷ
068890	ἐν
068891	τῇ
068892	ἐρήμῳ
068893	τοῦ
068894	ὄρους
068895	Σινᾶ
068896	ἄγγελος
068897	ἐν
068898	φλογὶ
068899	πυρὸς
068900	βάτου
068901	ὁ
068902	δὲ
068903	Μωϋσῆς
068904	ἰδὼν
068905	ἐθαύμαζεν
068906	τὸ
068907	ὅραμα
068908	προσερχομένου
068909	δὲ
068910	αὐτοῦ
068911	κατανοῆσαι
068912	ἐγένετο
068913	φωνὴ
068914	Κυρίου
068915	Ἐγὼ
068916	ὁ
068917	Θεὸς
068918	τῶν
068919	πατέρων
068920	σου
068921	ὁ
068922	Θεὸς
068923	Ἀβραὰμ
068924	καὶ
068925	Ἰσαὰκ
068926	καὶ
068927	Ἰακώβ
068928	ἔντρομος
068929	δὲ
068930	γενόμενος
068931	Μωϋσῆς
068932	οὐκ
068933	ἐτόλμα
068934	κατανοῆσαι
068935	Εἶπεν
068936	δὲ
068937	αὐτῷ
068938	ὁ
068939	Κύριος
068940	Λῦσον
068941	τὸ
068942	ὑπόδημα
068943	τῶν
068944	ποδῶν
068945	σου
068946	ὁ
068947	γὰρ
068948	τόπος
068949	ἐφ᾽
068950	ᾧ
068951	ἕστηκας
068952	γῆ
068953	ἁγία
068954	ἐστίν
068955	ἰδὼν
068956	εἶδον
068957	τὴν
068958	κάκωσιν
068959	τοῦ
068960	λαοῦ
068961	μου
068962	τοῦ
068963	ἐν
068964	Αἰγύπτῳ
068965	καὶ
068966	τοῦ
068967	στεναγμοῦ
068968	αὐτῶν
068969	ἤκουσα
068970	καὶ
068971	κατέβην
068972	ἐξελέσθαι
068973	αὐτούς
068974	καὶ
068975	νῦν
068976	δεῦρο
068977	ἀποστείλω
068978	σε
068979	εἰς
068980	Αἴγυπτον
068981	Τοῦτον
068982	τὸν
068983	Μωϋσῆν
068984	ὃν
068985	ἠρνήσαντο
068986	εἰπόντες
068987	Τίς
068988	σε
068989	κατέστησεν
068990	ἄρχοντα
068991	καὶ
068992	δικαστήν
068993	τοῦτον
068994	ὁ
068995	Θεὸς
068996	καὶ
068997	ἄρχοντα
068998	καὶ
068999	λυτρωτὴν
069000	ἀπέσταλκεν
069001	σὺν
069002	χειρὶ
069003	ἀγγέλου
069004	τοῦ
069005	ὀφθέντος
069006	αὐτῷ
069007	ἐν
069008	τῇ
069009	βάτῳ
069010	οὗτος
069011	ἐξήγαγεν
069012	αὐτοὺς
069013	ποιήσας
069014	τέρατα
069015	καὶ
069016	σημεῖα
069017	ἐν
069018	γῇ
069019	Αἰγύπτῳ
069020	καὶ
069021	ἐν
069022	Ἐρυθρᾷ
069023	Θαλάσσῃ
069024	καὶ
069025	ἐν
069026	τῇ
069027	ἐρήμῳ
069028	ἔτη
069029	τεσσεράκοντα
069030	Οὗτός
069031	ἐστιν
069032	ὁ
069033	Μωϋσῆς
069034	ὁ
069035	εἴπας
069036	τοῖς
069037	υἱοῖς
069038	Ἰσραήλ
069039	Προφήτην
069040	ὑμῖν
069041	ἀναστήσει
069042	ὁ
069043	Θεὸς
069044	ἐκ
069045	τῶν
069046	ἀδελφῶν
069047	ὑμῶν
069048	ὡς
069049	ἐμέ
069050	οὗτός
069051	ἐστιν
069052	ὁ
069053	γενόμενος
069054	ἐν
069055	τῇ
069056	ἐκκλησίᾳ
069057	ἐν
069058	τῇ
069059	ἐρήμῳ
069060	μετὰ
069061	τοῦ
069062	ἀγγέλου
069063	τοῦ
069064	λαλοῦντος
069065	αὐτῷ
069066	ἐν
069067	τῷ
069068	ὄρει
069069	Σινᾶ
069070	καὶ
069071	τῶν
069072	πατέρων
069073	ἡμῶν
069074	ὃς
069075	ἐδέξατο
069076	λόγια
069077	ζῶντα
069078	δοῦναι
069079	ἡμῖν
069080	ᾧ
069081	οὐκ
069082	ἠθέλησαν
069083	ὑπήκοοι
069084	γενέσθαι
069085	οἱ
069086	πατέρες
069087	ἡμῶν
069088	ἀλλὰ
069089	ἀπώσαντο
069090	καὶ
069091	ἐστράφησαν
069092	ἐν
069093	ταῖς
069094	καρδίαις
069095	αὐτῶν
069096	εἰς
069097	Αἴγυπτον
069098	εἰπόντες
069099	τῷ
069100	Ἀαρών
069101	Ποίησον
069102	ἡμῖν
069103	θεοὺς
069104	οἳ
069105	προπορεύσονται
069106	ἡμῶν
069107	ὁ
069108	γὰρ
069109	Μωϋσῆς
069110	οὗτος
069111	ὃς
069112	ἐξήγαγεν
069113	ἡμᾶς
069114	ἐκ
069115	γῆς
069116	Αἰγύπτου
069117	οὐκ
069118	οἴδαμεν
069119	τί
069120	ἐγένετο
069121	αὐτῷ
069122	Καὶ
069123	ἐμοσχοποίησαν
069124	ἐν
069125	ταῖς
069126	ἡμέραις
069127	ἐκείναις
069128	καὶ
069129	ἀνήγαγον
069130	θυσίαν
069131	τῷ
069132	εἰδώλῳ
069133	καὶ
069134	εὐφραίνοντο
069135	ἐν
069136	τοῖς
069137	ἔργοις
069138	τῶν
069139	χειρῶν
069140	αὐτῶν
069141	ἔστρεψεν
069142	δὲ
069143	ὁ
069144	Θεὸς
069145	καὶ
069146	παρέδωκεν
069147	αὐτοὺς
069148	λατρεύειν
069149	τῇ
069150	στρατιᾷ
069151	τοῦ
069152	οὐρανοῦ
069153	καθὼς
069154	γέγραπται
069155	ἐν
069156	βίβλῳ
069157	τῶν
069158	προφητῶν
069159	Μὴ
069160	σφάγια
069161	καὶ
069162	θυσίας
069163	προσηνέγκατέ
069164	μοι
069165	ἔτη
069166	τεσσεράκοντα
069167	ἐν
069168	τῇ
069169	ἐρήμῳ
069170	οἶκος
069171	Ἰσραήλ
069172	καὶ
069173	ἀνελάβετε
069174	τὴν
069175	σκηνὴν
069176	τοῦ
069177	Μολὸχ
069178	καὶ
069179	τὸ
069180	ἄστρον
069181	τοῦ
069182	θεοῦ
069183	ὑμῶν
069184	Ῥαιφάν
069185	τοὺς
069186	τύπους
069187	οὓς
069188	ἐποιήσατε
069189	προσκυνεῖν
069190	αὐτοῖς
069191	καὶ
069192	μετοικιῶ
069193	ὑμᾶς
069194	ἐπέκεινα
069195	Βαβυλῶνος
069196	Ἡ
069197	σκηνὴ
069198	τοῦ
069199	μαρτυρίου
069200	ἦν
069201	τοῖς
069202	πατράσιν
069203	ἡμῶν
069204	ἐν
069205	τῇ
069206	ἐρήμῳ
069207	καθὼς
069208	διετάξατο
069209	ὁ
069210	λαλῶν
069211	τῷ
069212	Μωϋσῇ
069213	ποιῆσαι
069214	αὐτὴν
069215	κατὰ
069216	τὸν
069217	τύπον
069218	ὃν
069219	ἑωράκει
069220	ἣν
069221	καὶ
069222	εἰσήγαγον
069223	διαδεξάμενοι
069224	οἱ
069225	πατέρες
069226	ἡμῶν
069227	μετὰ
069228	Ἰησοῦ
069229	ἐν
069230	τῇ
069231	κατασχέσει
069232	τῶν
069233	ἐθνῶν
069234	ὧν
069235	ἐξῶσεν
069236	ὁ
069237	Θεὸς
069238	ἀπὸ
069239	προσώπου
069240	τῶν
069241	πατέρων
069242	ἡμῶν
069243	ἕως
069244	τῶν
069245	ἡμερῶν
069246	Δαυίδ
069247	ὃς
069248	εὗρεν
069249	χάριν
069250	ἐνώπιον
069251	τοῦ
069252	Θεοῦ
069253	καὶ
069254	ᾐτήσατο
069255	εὑρεῖν
069256	σκήνωμα
069257	τῷ
069258	οἴκῳ
069259	Ἰακώβ
069260	Σολομῶν
069261	δὲ
069262	οἰκοδόμησεν
069263	αὐτῷ
069264	οἶκον
069265	Ἀλλ᾽
069266	οὐχ
069267	ὁ
069268	Ὕψιστος
069269	ἐν
069270	χειροποιήτοις
069271	κατοικεῖ
069272	καθὼς
069273	ὁ
069274	προφήτης
069275	λέγει
069276	Ὁ
069277	οὐρανός
069278	μοι
069279	θρόνος
069280	ἡ
069281	δὲ
069282	γῆ
069283	ὑποπόδιον
069284	τῶν
069285	ποδῶν
069286	μου
069287	ποῖον
069288	οἶκον
069289	οἰκοδομήσετέ
069290	μοι
069291	λέγει
069292	Κύριος
069293	ἢ
069294	τίς
069295	τόπος
069296	τῆς
069297	καταπαύσεώς
069298	μου
069299	οὐχὶ
069300	ἡ
069301	χείρ
069302	μου
069303	ἐποίησεν
069304	ταῦτα
069305	πάντα
069306	Σκληροτράχηλοι
069307	καὶ
069308	ἀπερίτμητοι
069309	καρδίαις
069310	καὶ
069311	τοῖς
069312	ὠσίν
069313	ὑμεῖς
069314	ἀεὶ
069315	τῷ
069316	Πνεύματι
069317	τῷ
069318	Ἁγίῳ
069319	ἀντιπίπτετε
069320	ὡς
069321	οἱ
069322	πατέρες
069323	ὑμῶν
069324	καὶ
069325	ὑμεῖς
069326	τίνα
069327	τῶν
069328	προφητῶν
069329	οὐκ
069330	ἐδίωξαν
069331	οἱ
069332	πατέρες
069333	ὑμῶν
069334	καὶ
069335	ἀπέκτειναν
069336	τοὺς
069337	προκαταγγείλαντας
069338	περὶ
069339	τῆς
069340	ἐλεύσεως
069341	τοῦ
069342	Δικαίου
069343	οὗ
069344	νῦν
069345	ὑμεῖς
069346	προδόται
069347	καὶ
069348	φονεῖς
069349	ἐγένεσθε
069350	οἵτινες
069351	ἐλάβετε
069352	τὸν
069353	νόμον
069354	εἰς
069355	διαταγὰς
069356	ἀγγέλων
069357	καὶ
069358	οὐκ
069359	ἐφυλάξατε
069360	Ἀκούοντες
069361	δὲ
069362	ταῦτα
069363	διεπρίοντο
069364	ταῖς
069365	καρδίαις
069366	αὐτῶν
069367	καὶ
069368	ἔβρυχον
069369	τοὺς
069370	ὀδόντας
069371	ἐπ᾽
069372	αὐτόν
069373	ὑπάρχων
069374	δὲ
069375	πλήρης
069376	Πνεύματος
069377	Ἁγίου
069378	ἀτενίσας
069379	εἰς
069380	τὸν
069381	οὐρανὸν
069382	εἶδεν
069383	δόξαν
069384	Θεοῦ
069385	καὶ
069386	Ἰησοῦν
069387	ἑστῶτα
069388	ἐκ
069389	δεξιῶν
069390	τοῦ
069391	Θεοῦ
069392	καὶ
069393	εἶπεν
069394	Ἰδοὺ
