OGNTsort	NET2
088915	
088916	the time,
088917	
088918	the hour for us
088919	that it is already
088920	
088921	from
088922	sleep,
088923	to awake
088924	is now
088925	for
088926	nearer
088927	
088928	
088929	our salvation
088930	than
088931	when
088932	we became believers.
088933	
088934	The night
088935	has advanced toward dawn;
088936	
088937	
088938	the day
088939	is near.
088940	we must lay aside
088941	So then
088942	
088943	the works
088944	
088945	of darkness,
088946	put on
088947	and
088948	
088949	the weapons
088950	
088951	of light.
088952	as
088953	in
088954	the daytime,
088955	decently
088956	Let us live
088957	not
088958	in carousing
088959	
088960	and drunkenness,
088961	not
088962	in sexual immorality
088963	
088964	and sensuality,
088965	not
088966	in discord
088967	
088968	and jealousy.
088969	Instead,
088970	put on
088971	
088972	the Lord
088973	Jesus
088974	Christ,
088975	
088976	
088977	for the flesh
088978	provision
088979	no
088980	and make
088981	to
088982	arouse its desires.
088983	
088984	Now
088985	the one who is weak
088986	
088987	in the faith,
088988	receive
088989	and do not
088990	
088991	have disputes
088992	over differing opinions.
088993	One person
088994	
088995	believes
088996	person eats
088997	everything,
088998	
088999	but
089000	the weak
089001	only vegetables.
089002	in eating
089003	
089004	The one who eats
089005	
089006	everything must not
089007	the one who does
089008	not,
089009	despise
089010	
089011	and
089012	must not
089013	the one who abstains
089014	
089015	
089016	the one who eats
089017	judge
089018	
089019	God
089020	everything, for
089021	
089022	has accepted him.
089023	
089024	Who
089025	are
089026	
089027	you to pass judgment
089028	on another’s
089029	servant?
089030	
089031	Before his own
089032	master
089033	he stands
089034	or
089035	falls.
089036	he will stand,
089037	And
089038	is able
089039	for
089040	
089041	the Lord
089042	to make
089043	him stand.
089044	One person
089045	
089046	
089047	regards
089048	one day
089049	holier than
089050	other days,
089051	another
089052	and
089053	regards
089054	all
089055	them
089056	alike. Each
089057	in
089058	
089059	his own
089060	mind.
089061	must be fully convinced
089062	
089063	The one who observes
089064	
089065	the day
089066	it for the Lord.
089067	does
089068	
089069	
089070	The one who eats,
089071	for the Lord
089072	eats
089073	he gives thanks
089074	because
089075	
089076	to God,
089077	
089078	
089079	and the one who abstains
089080	from eating
089081	for the Lord,
089082	
089083	abstains
089084	
089085	and he gives thanks
089086	
089087	to God.
089088	none of us
089089	For
089090	
089091	for himself
089092	lives
089093	
089094	and none
089095	for himself.
089096	dies
089097	If
089098	
089099	
089100	we live,
089101	
089102	for the Lord;
089103	we live
089104	if
089105	
089106	we die,
089107	
089108	for the Lord.
089109	we die
089110	whether
089111	
089112	Therefore,
089113	we live
089114	or
089115	
089116	die,
089117	
089118	the Lord’s.
089119	we are
089120	
089121	
089122	For
089123	this reason Christ
089124	died
089125	
089126	and returned to life,
089127	so that
089128	
089129	of both the dead
089130	
089131	and the living.
089132	he may be the Lord
089133	you who eat vegetables only –
089134	But
089135	why
089136	do you judge
089137	
089138	your brother or sister?
089139	
089140	
089141	And
089142	you who eat everything –
089143	why
089144	do you despise
089145	
089146	your brother or sister?
089147	
089148	we will all
089149	For
089150	stand before
089151	
089152	the judgment seat
089153	
089154	of God.
089155	it is written,
089156	For
089157	“As I live,
089158	
089159	says
089160	the Lord,
089161	
089162	
089163	will bow to me,
089164	every
089165	knee
089166	
089167	and every
089168	tongue
089169	will give praise
089170	
089171	to God.”
089172	
089173	Therefore,
089174	each of us
089175	
089176	of
089177	himself to God.
089178	an account
089179	will give
089180	
089181	
089182	we must not
089183	Therefore
089184	on one another,
089185	pass judgment
089186	but
089187	
089188	determine
089189	rather
089190	
089191	never
089192	to place
089193	an obstacle
089194	
089195	before a brother or sister.
089196	or
089197	a trap
089198	I know
089199	
089200	and am convinced
089201	in
089202	the Lord
089203	Jesus
089204	
089205	that there is nothing
089206	unclean
089207	in
089208	itself;
089209	
089210	still,
089211	
089212	who considers
089213	
089214	unclean
089215	it is
089216	to the one
089217	it unclean.
089218	if
089219	For
089220	because of
089221	what you eat,
089222	
089223	your brother or sister
089224	
089225	is distressed
089226	you are no longer
089227	in
089228	love.
089229	walking
089230	Do not
089231	
089232	by your food
089233	
089234	
089235	destroy
089236	someone for
089237	whom
089238	Christ
089239	died.
089240	do not let what you
089241	be spoken of as evil.
089242	Therefore
089243	
089244	
089245	consider good
089246	not
089247	For
089248	does
089249	
089250	the kingdom
089251	
089252	of God
089253	consist of food
089254	
089255	and drink,
089256	but
089257	righteousness,
089258	
089259	peace,
089260	
089261	and joy
089262	in
089263	Spirit.
089264	the Holy
089265	
089266	For
089267	in
089268	
089269	the one who serves
089270	
089271	Christ
089272	this way is pleasing
089273	
089274	to God
089275	
089276	and approved
089277	
089278	by people.
089279	So
089280	then,
089281	
089282	
089283	what makes for peace
089284	let us pursue
089285	
089286	
089287	
089288	and for building up
089289	
089290	
089291	one another.
089292	Do not
089293	for the sake of
089294	food.
089295	destroy
089296	
089297	the work
089298	
089299	of God
089300	all things
089301	
089302	are clean,
089303	For although
089304	it is wrong
089305	
089306	to cause anyone
089307	
089308	
089309	to stumble
089310	by what you eat.
089311	It is good
089312	
089313	not
089314	to eat
089315	meat
089316	or
089317	drink
089318	wine
089319	or
089320	
089321	to do anything that
089322	
089323	causes your brother
089324	
089325	to stumble.
089326	
089327	The faith
089328	what
089329	you have,
089330	to
089331	yourself
089332	keep
089333	before
089334	
089335	God.
089336	Blessed
089337	
089338	is the one who does not
089339	judge
089340	himself
089341	by
089342	
089343	he approves.
089344	
089345	But
089346	the man who doubts
089347	if
089348	he eats,
089349	is condemned
089350	
089351	because he does not
089352	do so from
089353	faith,
089354	
089355	and
089356	whatever is
089357	not
089358	from
089359	faith
089360	sin.
089361	is
089362	ought
089363	But
089364	
089365	
089366	we who are strong
089367	
089368	with the failings
089369	
089370	of the weak,
089371	to bear
089372	
089373	and not
089374	ourselves.
089375	just please
089376	Let each of us
089377	
089378	
089379	his neighbor
089380	please
089381	for
089382	
089383	his good
089384	to
089385	build him up.
089386	
089387	For
089388	
089389	even Christ
089390	did not
089391	himself,
089392	please
089393	but
089394	just as
089395	it is written,
089396	
089397	“The insults
089398	
089399	of those who insult
089400	
089401	you have fallen
089402	on me.”
089403	
089404	everything
089405	For
089406	that was written in former times
089407	for
089408	
089409	our
089410	instruction,
089411	was written
089412	so that
089413	through
089414	
089415	endurance
089416	
089417	and through
089418	
089419	encouragement
089420	
089421	of the scriptures
089422	
089423	hope.
089424	we may have
089425	
089426	Now
089427	may the God
089428	
089429	of endurance
089430	
089431	
089432	and comfort
089433	give
089434	
089435	
089436	
089437	you unity
089438	with
089439	one another
089440	in accordance with
089441	Christ
089442	Jesus,
089443	so that
089444	together
089445	you may with
089446	one
089447	voice
089448	glorify
089449	
089450	the God
089451	
089452	and Father
089453	
089454	of our Lord
089455	
089456	Jesus
089457	Christ.
089458	
089459	Receive
089460	one another,
089461	then, just as
089462	
089463	
089464	Christ
089465	also received you,
089466	
089467	to
089468	glory.
089469	
089470	God’s
089471	I tell
089472	For
089473	you that Christ
089474	a servant
089475	has become
089476	of the circumcised
089477	on behalf of
089478	truth
089479	God’s
089480	to
089481	
089482	confirm
089483	
089484	the promises
089485	
089486	made to the fathers,
089487	
089488	and
089489	thus the Gentiles
089490	for
089491	his mercy.
089492	glorify
089493	
089494	God
089495	As
089496	it is written,
089497	“Because of
089498	
089499	this I will confess you
089500	
089501	among
089502	the Gentiles,
089503	
089504	
089505	to your name.”
089506	
089507	and I will sing praises
089508	
089509	And again
089510	it says:
089511	“Rejoice,
089512	O Gentiles,
089513	with
089514	
089515	his people.”
089516	
089517	
089518	And again,
089519	“Praise
089520	all
089521	
089522	you Gentiles,
089523	
089524	the Lord
089525	
089526	praise him.”
089527	
089528	and let all
089529	
089530	the peoples
089531	
089532	And again
089533	Isaiah
089534	says,
089535	will come,
089536	
089537	“The root
089538	
089539	of Jesse
089540	
089541	
089542	and the one who rises
089543	to rule over
089544	the Gentiles,
089545	in him
089546	
089547	will the Gentiles
089548	hope.”
089549	
089550	Now
089551	may the God
089552	
089553	of hope
089554	fill you
089555	
089556	with all
089557	joy
089558	
089559	and peace
089560	as
089561	
089562	you believe
089563	in him, so that
089564	
089565	you may abound
089566	
089567	in
089568	
089569	hope
089570	by
089571	the power
089572	Spirit.
089573	of the Holy
089574	I myself am fully convinced
089575	But
089576	my brothers and sisters,
089577	
089578	
089579	
089580	
089581	about you,
089582	
089583	
089584	
089585	
089586	full
089587	that you yourselves are
089588	of goodness,
089589	filled
089590	with all
089591	
089592	knowledge,
089593	and able
089594	
089595	one another.
089596	to instruct
089597	more boldly to you
089598	But
089599	I have written
089600	
089601	on
089602	some points
089603	so as
089604	to remind you,
089605	
089606	because of
089607	
089608	the grace
089609	
089610	given to me
089611	
089612	by
089613	
089614	God
089615	to
089616	
089617	be
089618	
089619	a minister
089620	of Christ
089621	Jesus
089622	to
089623	
089624	the Gentiles.
089625	I serve
089626	
089627	the gospel
089628	
089629	of God like a priest,
089630	so that
089631	may become
089632	
089633	offering,
089634	
089635	the Gentiles
089636	an acceptable
089637	sanctified
089638	by
089639	Spirit.
089640	the Holy
089641	
089642	So
089643	
089644	I boast
089645	in
089646	Christ
089647	Jesus
089648	
089649	about the things that pertain to
089650	
089651	God.
089652	I will not
089653	For
089654	dare
089655	of anything
089656	to speak
089657	what
089658	except
089659	has accomplished
089660	Christ
089661	through me
089662	
089663	in order to
089664	bring about the obedience
089665	of the Gentiles,
089666	by word
089667	
089668	and deed,
089669	in
089670	the power
089671	of signs
089672	
089673	and wonders,
089674	in
089675	the power
089676	of the Spirit
089677	of God.
089678	So
089679	
089680	from
089681	Jerusalem
089682	
089683	
089684	even as far as
089685	
089686	Illyricum
089687	I have fully preached
089688	
089689	the gospel
089690	
089691	of Christ.
089692	in this way
089693	And
089694	I desire
089695	to preach
089696	has not
089697	where
089698	been named,
089699	Christ
089700	so
089701	as not
089702	on
089703	another person’s
089704	foundation,
089705	to build
089706	but
089707	as
089708	it is written:
089709	“Those who
089710	were not
089711	told
089712	about him
089713	
089714	will see,
089715	
089716	and those who
089717	have not
089718	heard
089719	will understand.”
089720	This is the reason
089721	
089722	hindered
089723	
089724	I was often
089725	
089726	from coming
089727	to you.
089728	
089729	now
089730	But
089731	
089732	there is nothing
089733	I have
089734	more to keep me in
089735	
089736	these regions,
089737	
089738	desired
089739	and
089740	
089741	
089742	to come
089743	to you
089744	
089745	for
089746	many
089747	years
089748	when
089749	
089750	I go
089751	to
089752	
089753	Spain.
089754	I hope
089755	For
089756	you when I pass through
089757	to visit
089758	
089759	and that
089760	
089761	you
089762	will help me on my journey
089763	there,
089764	after
089765	
089766	
089767	
089768	your company for a while.
089769	I have enjoyed
089770	now
089771	But
089772	I go
089773	to
089774	Jerusalem
089775	to minister
089776	to the
089777	saints.
089778	are pleased
089779	For
089780	Macedonia
089781	
089782	and Achaia
089783	contribution
089784	some
089785	to make
089786	for
089787	
089788	the poor
089789	
089790	among the saints
089791	
089792	in
089793	Jerusalem.
089794	they were pleased to do this,
089795	For
089796	
089797	indebted
089798	and indeed they are
089799	
089800	if
089801	to the Jerusalem saints. For
089802	
089803	in their spiritual things,
089804	
089805	have shared
089806	
089807	the Gentiles
089808	they are obligated
089809	
089810	in
089811	
089812	material things.
089813	also to minister to them
089814	
089815	
089816	Therefore
089817	after I have completed
089818	
089819	this and have safely delivered
089820	
089821	
089822	this bounty to them,
089823	
089824	I will set out
089825	by way of you,
089826	
089827	for
089828	Spain
089829	I know
089830	and
089831	
089832	that when I come
089833	to
089834	
089835	in
089836	the fullness
089837	blessing.
089838	of Christ’s
089839	you I will come
089840	I urge you,
089841	Now
089842	
089843	brothers and sisters,
089844	through
089845	
089846	our Lord
089847	
089848	Jesus
089849	Christ
089850	
089851	and through
089852	
089853	the love
089854	
089855	of the Spirit,
089856	to join fervently with me
089857	
089858	in
089859	
089860	prayer
089861	on
089862	my behalf.
089863	to
089864	
089865	God
089866	Pray that
089867	I may be rescued
089868	from
089869	
089870	those who are disobedient
089871	in
089872	
089873	Judea
089874	
089875	
089876	and that my ministry
089877	
089878	
089879	in
089880	Jerusalem
089881	acceptable
089882	
089883	to the saints,
089884	may be
089885	so that
089886	with
089887	joy
089888	I may come
089889	to you
089890	
089891	by
089892	will
089893	God’s
089894	and be refreshed in your company.
089895	
089896	
089897	Now
089898	may the God
089899	
089900	of peace
089901	be with
089902	all of you.
089903	
089904	Amen.
089905	I commend to you
089906	Now
089907	
089908	Phoebe,
089909	
089910	our sister
089911	
089912	who is
089913	
089914	a servant
089915	
089916	of the church
089917	
089918	in
089919	Cenchrea,
089920	so that
089921	
089922	you may welcome her
089923	in
089924	the Lord
089925	in a way worthy
089926	
089927	of the saints
089928	
089929	and provide her
089930	
089931	with
089932	whatever
089933	
089934	
089935	she may need from you,
089936	help
089937	
089938	for
089939	
089940	a great help
089941	to many, including me.
089942	she has been
089943	
089944	
089945	
089946	Greet
089947	Prisca
089948	
089949	and Aquila,
089950	
089951	my fellow workers
089952	
089953	in
089954	Christ
089955	Jesus,
089956	who
089957	for
089958	
089959	my life.
089960	
089961	
089962	their own
089963	necks
089964	risked
089965	to them.
089966	Not
089967	
089968	only I,
089969	are grateful
089970	but
089971	
089972	all
089973	
089974	the churches
089975	
089976	of the Gentiles
089977	Also greet
089978	
089979	in
089980	their house.
089981	
089982	the church
089983	Greet
089984	Epenetus,
089985	
089986	my dear friend
089987	
089988	who
089989	was
089990	the first convert
089991	
089992	in the province of Asia.
089993	to
089994	Christ
089995	Greet
089996	Mary,
089997	who
089998	very
089999	has worked hard
090000	for you.
090001	
090002	Greet
090003	Andronicus
090004	
090005	and Junia,
090006	
090007	my compatriots
090008	
090009	
090010	and my fellow prisoners.
090011	
090012	They
090013	are
090014	well known
090015	to
090016	
090017	the apostles,
090018	
090019	
090020	before me.
090021	
090022	and they were
090023	in
090024	Christ
090025	Greet
090026	Ampliatus,
090027	
090028	my dear friend
090029	
090030	in
090031	the Lord.
090032	Greet
090033	Urbanus,
090034	
090035	our fellow worker
090036	
090037	in
090038	Christ,
090039	
090040	Stachys.
090041	
090042	and my good friend
090043	
090044	Greet
090045	Apelles,
090046	
090047	who is approved
090048	in
090049	Christ.
090050	Greet
090051	
090052	those who belong to
090053	
090054	the household of Aristobulus.
090055	Greet
090056	Herodion,
090057	
090058	my compatriot.
090059	
090060	Greet
090061	
090062	those in the household of
090063	
090064	Narcissus
090065	
090066	who are
090067	in
090068	the Lord.
090069	Greet
090070	Tryphena
090071	
090072	and Tryphosa,
090073	
090074	laborers
090075	in
090076	the Lord.
090077	Greet
090078	Persis,
090079	
090080	my dear friend
090081	who
090082	hard
090083	has worked
090084	in
090085	the Lord.
090086	Greet
090087	Rufus,
090088	
090089	chosen
090090	in
090091	the Lord,
090092	
090093	
090094	and his mother who was also a mother to me.
090095	
090096	
090097	
090098	Greet
090099	Asyncritus,
090100	Phlegon,
090101	Hermes,
090102	Patrobas,
090103	Hermas,
090104	
090105	
090106	with them.
090107	
090108	and the brothers and sisters
090109	Greet
090110	Philologus
090111	
090112	and Julia,
090113	Nereus
090114	
090115	
090116	and his sister,
090117	
090118	
090119	and Olympas,
090120	
090121	
090122	who are with them.
090123	
090124	and all
090125	the believers
090126	Greet
090127	one another
090128	with
090129	kiss.
090130	a holy
090131	greet you.
090132	
090133	
090134	the churches
090135	All
090136	
090137	of Christ
090138	I urge you,
090139	Now
090140	
090141	brothers and sisters,
090142	to watch out
090143	
090144	
090145	dissensions
090146	
090147	
090148	and obstacles
090149	contrary
090150	
090151	to the teaching
090152	that
090153	
090154	you learned.
090155	for those who create
090156	
090157	Avoid them!
090158	
090159	
090160	
090161	For
090162	these are the kind
090163	
090164	our Lord
090165	
090166	Christ,
090167	who do not
090168	serve
090169	but
090170	
090171	their own
090172	appetites.
090173	
090174	By
090175	
090176	their smooth talk
090177	
090178	and flattery
090179	they deceive
090180	
090181	the minds
090182	
090183	of the naive.
090184	
090185	
090186	
090187	Your obedience
090188	to
090189	all
090190	is known
090191	over you.
090192	
090193	and thus
090194	I rejoice
090195	I want
090196	But
090197	
090198	wise
090199	you to be
090200	in
090201	
090202	what is good
090203	innocent
090204	and
090205	in
090206	
090207	what is evil.
090208	
090209	
090210	The God
090211	
090212	of peace
090213	crush
090214	
090215	Satan
090216	under
090217	
090218	your feet.
090219	
090220	
090221	will quickly
090222	
090223	The grace
090224	
090225	of our Lord
090226	
090227	Jesus
090228	be with you.
090229	
090230	greets you;
090231	
090232	Timothy,
090233	
090234	my fellow worker,
090235	
090236	
090237	so do Lucius,
090238	
090239	Jason,
090240	
090241	and Sosipater,
090242	
090243	my compatriots.
090244	
090245	greet you
090246	
090247	
090248	I, Tertius,
090249	
090250	who am writing
090251	
090252	this letter,
090253	in
090254	the Lord.
090255	greets you.
090256	
090257	Gaius,
090258	
090259	who is host to me
090260	
090261	
090262	and to the whole
090263	
090264	church,
090265	
090266	
090267	Erastus
090268	
090269	treasurer
090270	
090271	the city
090272	
090273	Quartus greet you.
090274	
090275	and our brother
090276	
090277	Now
090278	to him who is able
090279	
090280	to strengthen you
090281	according to
090282	
090283	my gospel
090284	
090285	
090286	
090287	and the proclamation
090288	of Jesus
090289	Christ,
090290	according to
090291	the revelation
090292	of the mystery
090293	for long
090294	ages,
090295	that had been kept secret
090296	is disclosed,
090297	but
090298	now
090299	through
090300	and
090301	scriptures
090302	the prophetic
090303	according to
090304	the command
090305	
090306	of the eternal
090307	God,
090308	to
090309	bring about the obedience
090310	of faith –
090311	to
090312	all
090313	
090314	the nations,
090315	has been made known
090316	to the only
090317	wise
090318	God,
090319	through
090320	Jesus
090321	Christ,
090322	
090323	
090324	be glory
090325	
090326	
090327	forever! Amen.
090328	
090329	From Paul,
090330	called
090331	to be an apostle
090332	of Christ
090333	Jesus
090334	by
090335	the will
090336	of God,
090337	
090338	and Sosthenes,
090339	
090340	our brother,
090341	
090342	to the church
090343	
090344	of God
090345	
090346	that is
090347	in
090348	Corinth,
090349	to those who are sanctified
090350	in
090351	Christ
090352	Jesus,
090353	and called
090354	to be saints,
090355	with
090356	all
090357	
090358	who call
090359	
090360	on the name
090361	
090362	of our Lord
090363	
090364	Jesus
090365	Christ, their Lord and ours.
090366	
090367	those in every
090368	place
090369	
090370	
090371	
090372	Grace
090373	
090374	
090375	and peace to you
090376	from
090377	God
090378	our Father
090379	
090380	
090381	and the Lord
090382	Jesus
090383	Christ!
090384	thank
090385	
090386	my God
090387	
090388	I always
090389	for you
090390	
090391	because of
090392	
090393	the grace
090394	
090395	of God
090396	
090397	that was given to you
090398	
090399	in
090400	Christ
090401	Jesus.
090402	
090403	in
090404	every way
090405	For you were made rich
090406	in him,
090407	
090408	in
090409	all
090410	your speech
090411	and
090412	in every kind
090413	of knowledge –
090414	just as
090415	
090416	the testimony
090417	
090418	about Christ
090419	has been confirmed
090420	among you –
090421	
090422	so that you
090423	
090424	do not
090425	lack
090426	
090427	any
090428	spiritual gift
090429	as you wait
090430	
090431	for the revelation
090432	
090433	of our Lord
090434	
090435	Jesus
090436	Christ.
090437	He
090438	
090439	will also strengthen you
090440	
090441	to
090442	the end,
090443	so that you will be blameless
090444	on
090445	
090446	the day
090447	
090448	of our Lord
090449	
090450	Jesus
090451	Christ.
090452	is faithful,
090453	
090454	God
090455	by
090456	whom
090457	you were called
090458	into
090459	fellowship
090460	
090461	with his son,
090462	
090463	Jesus
090464	Christ
090465	
090466	our Lord.
090467	
090468	I urge you,
090469	
090470	
090471	brothers and sisters,
090472	by
090473	
090474	the name
090475	
090476	of our Lord
090477	
090478	Jesus
090479	Christ,
090480	to
090481	
090482	
090483	agree together,
090484	
090485	
090486	to end
090487	to be
090488	by
090489	
090490	your divisions,
090491	
090492	and
090493	united
090494	
090495	
090496	
090497	the same mind
090498	
090499	
090500	
090501	
090502	and purpose.
090503	have made it clear
090504	For
090505	to me,
090506	
090507	
090508	my brothers and sisters,
090509	
090510	
090511	members of
090512	Chloe’s household
090513	
090514	quarrels
090515	among you.
090516	
090517	that there are
090518	I mean this,
090519	Now
090520	
090521	
090522	that each
090523	
090524	of you is saying,
090525	
090526	
090527	“I am
090528	with Paul,”
090529	
090530	or
090531	“I am with Apollos,”
090532	
090533	or
090534	“I am with Cephas,”
090535	
090536	or
090537	“I am with Christ.”
090538	divided?
090539	
090540	Is Christ
090541	wasn’t
090542	Paul
090543	crucified
090544	for you,
090545	
090546	was he? Or
090547	in
090548	
090549	the name
090550	of Paul?
090551	were you in fact baptized
090552	I thank
090553	
090554	God
090555	
090556	that I did not
090557	any of you
090558	baptize
090559	
090560	except
090561	Crispus
090562	
090563	and Gaius,
090564	so that
090565	no
090566	one
090567	can say
090568	
090569	in
090570	
090571	my
090572	name!
090573	that you were baptized
090574	(I also baptized
090575	
090576	
090577	
090578	of Stephanus.
090579	the household
090580	Otherwise,
090581	I do not
090582	remember
090583	whether
090584	anyone
090585	else.)
090586	I baptized
090587	did not
090588	For
090589	send me
090590	
090591	Christ
090592	to baptize,
090593	but
090594	to preach the gospel –
090595	and not
090596	with
090597	clever
090598	speech,
090599	so that
090600	would not
090601	become useless.
090602	
090603	the cross
090604	
090605	of Christ
090606	
090607	the message
090608	For
090609	
090610	
090611	about the cross
090612	
090613	
090614	to those who are perishing,
090615	foolishness
090616	is
090617	
090618	but to us
090619	who are being saved
090620	
090621	the power
090622	of God.
090623	it is
090624	it is written,
090625	For
090626	“I will destroy
090627	
090628	the wisdom
090629	
090630	of the wise,
090631	
090632	
090633	the cleverness
090634	
090635	of the intelligent.”
090636	and I will thwart
090637	Where
090638	is the wise man?
090639	Where
090640	is the expert in the Mosaic law?
090641	Where
090642	is the debater
090643	
090644	of this age?
090645	
090646	not made
090647	foolish?
090648	
090649	Has God
090650	
090651	the wisdom
090652	
090653	of the world
090654	since
090655	For
090656	in
090657	
090658	the wisdom
090659	
090660	of God
090661	did not
090662	know
090663	
090664	the world
090665	by
090666	
090667	its wisdom
090668	
090669	God,
090670	was pleased
090671	
090672	God
090673	by
090674	
090675	the foolishness
090676	
090677	of preaching.
090678	to save
090679	
090680	those who believe
090681	For
090682	
090683	Jews
090684	miraculous signs
090685	demand
090686	
090687	and Greeks
090688	wisdom,
090689	ask for
090690	
090691	but
090692	we preach
090693	Christ,
090694	about a crucified
090695	to Jews
090696	
090697	a stumbling block
090698	to Gentiles.
090699	and
090700	foolishness
090701	
090702	But
090703	
090704	to those who are called,
090705	Jews
090706	both
090707	
090708	and Greeks,
090709	Christ
090710	of God
090711	is the power
090712	
090713	of God.
090714	and the wisdom
090715	
090716	
090717	For the foolishness
090718	
090719	of God
090720	wiser
090721	
090722	than human wisdom,
090723	is
090724	
090725	
090726	and the weakness
090727	
090728	of God
090729	is stronger
090730	
090731	than human strength.
090732	Think about
090733	
090734	
090735	the circumstances of your call,
090736	
090737	brothers and sisters.
090738	
090739	Not
090740	many
090741	were wise
090742	by
090743	human standards,
090744	not
090745	many
090746	were powerful,
090747	not
090748	many
090749	were born to a privileged position.
090750	But
090751	
090752	thinks foolish
090753	
090754	what the world
090755	chose
090756	
090757	God
090758	to
090759	shame
090760	
090761	the wise,
090762	
090763	
090764	thinks weak
090765	
090766	what the world
090767	chose
090768	
090769	and God
090770	to
090771	shame
090772	
090773	the strong.
090774	
090775	
090776	what is low
090777	
090778	in the world,
090779	
090780	
090781	and despised
090782	chose
090783	
090784	God
090785	
090786	
090787	what is regarded as nothing,
090788	to
090789	
090790	what is regarded as something,
090791	set aside
090792	so that
090793	no
090794	can boast
090795	
090796	one
090797	presence.
090798	
090799	in his
090800	
090801	
090802	
090803	
090804	He is the reason you have a relationship
090805	with
090806	Christ
090807	Jesus,
090808	who
090809	became for us
090810	wisdom
090811	
090812	from
090813	God,
090814	righteousness
090815	and
090816	
090817	and sanctification
090818	
090819	and redemption,
090820	so that,
090821	as
090822	it is written,
090823	
090824	“Let the one who boasts,
090825	in
090826	the Lord.”
090827	boast
090828	When I
090829	came
090830	to you,
090831	
090832	brothers and sisters,
090833	come
090834	I did not
090835	with
090836	superior
090837	eloquence
090838	or
090839	wisdom
090840	as I proclaimed
090841	
090842	
090843	the testimony
090844	
090845	of God.
090846	about nothing
090847	For
090848	I decided
090849	
090850	to be concerned
090851	among you
090852	
090853	
090854	except
090855	Jesus
090856	Christ,
090857	
090858	
090859	and him crucified.
090860	And I
090861	in
090862	weakness
090863	
090864	and in
090865	fear
090866	
090867	and with
090868	trembling.
090869	much
090870	was
090871	with you
090872	
090873	
090874	
090875	My conversation
090876	
090877	
090878	
090879	and my preaching
090880	
090881	were not
090882	with
090883	persuasive
090884	of wisdom,
090885	words
090886	but
090887	with
090888	a demonstration
090889	of the Spirit
090890	
090891	and of power,
090892	so that
090893	
090894	your faith
090895	
090896	would not
090897	be
090898	based on
090899	wisdom
090900	human
090901	but
090902	on
090903	the power
090904	of God.
090905	wisdom
090906	Now
090907	we do speak
090908	among
090909	
090910	the mature,
090911	a wisdom
090912	but
090913	not
090914	
090915	of this age
090916	
090917	or
090918	
090919	of the rulers
090920	
090921	of this age,
090922	
090923	
090924	who are perishing.
090925	Instead
090926	we speak
090927	of God,
090928	the wisdom
090929	in
090930	a mystery,
090931	
090932	hidden
090933	that
090934	determined
090935	
090936	God
090937	before
090938	
090939	the ages
090940	for
090941	our glory.
090942	
090943	
090944	None
090945	
090946	of the rulers
090947	
090948	of this age
090949	
090950	understood
090951	it. If
090952	
090953	they had known
090954	it, they would not
090955	
090956	
090957	the Lord
090958	
090959	of glory.
090960	have crucified
090961	But
090962	just as
090963	it is written,
090964	“Things that
090965	eye
090966	no
090967	has seen,
090968	
090969	or ear
090970	
090971	heard,
090972	
090973	
090974	or mind
090975	
090976	
090977	imagined,
090978	are the things
090979	has prepared
090980	
090981	God
090982	
090983	for those who love him.”
090984	
090985	
090986	For
090987	has revealed these to us
090988	
090989	God
090990	by
090991	
090992	the Spirit.
090993	
090994	
090995	the Spirit
090996	all things,
090997	searches
090998	
090999	
091000	even the deep things
091001	
091002	of God.
091003	who
091004	For
091005	knows
091006	among men
091007	
091008	
091009	the things of a man
091010	
091011	except
091012	
091013	spirit
091014	
091015	the man’s
091016	
091017	within him?
091018	
091019	So
091020	
091021	
091022	
091023	the things of God
091024	too, no one
091025	knows
091026	
091027	except
091028	
091029	the Spirit
091030	
091031	of God.
091032	
091033	Now
091034	we have not
091035	
091036	the spirit
091037	
091038	of the world,
091039	received
091040	but
091041	
091042	the Spirit
091043	
091044	who is from
091045	
091046	God,
091047	so that
091048	we may know
091049	
091050	by
091051	
091052	God.
091053	the things that are freely given to us
091054	
091055	about these things,
091056	
091057	And we speak
091058	not
091059	with
091060	taught
091061	us by human
091062	wisdom,
091063	words
091064	but
091065	with
091066	those taught
091067	by the Spirit,
091068	spiritual things
091069	to spiritual people.
091070	explaining
091071	
091072	
091073	The unbeliever
091074	does not
091075	receive
091076	
091077	
091078	the things of the Spirit
091079	
091080	of God,
091081	they are foolishness to him.
091082	for
091083	
091084	
091085	
091086	
091087	And he cannot
091088	understand
091089	
091090	them, because they are spiritually
091091	discerned.
091092	
091093	
091094	The one who is spiritual
091095	discerns
091096	
091097	all things,
091098	
091099	yet he himself
091100	by
091101	no one.
091102	is understood
091103	who
091104	For
091105	has known
091106	the mind
091107	of the Lord,
091108	
091109	so as to advise him?
091110	
091111	
091112	But
091113	the mind
091114	of Christ.
091115	we have
091116	So,
091117	brothers and sisters,
091118	not
091119	I could
091120	speak to you
091121	
091122	as
091123	spiritual people,
091124	but instead
091125	as
091126	people of the flesh,
091127	as
091128	infants
091129	in
091130	Christ.
091131	milk,
091132	
091133	I fed you
091134	not
091135	solid food,
091136	you were not yet
091137	for
091138	ready.
091139	In fact,
091140	not
091141	you are still
091142	
091143	ready,
091144	still
091145	for
091146	influenced by the flesh.
091147	you are
091148	since
091149	For
091150	among
091151	you,
091152	there is still jealousy
